product_name,category,unit_size,batch_id,production_date,total_weight_kg,in_stock_quantity,price_per_unit,cost_per_unit,operator_name,print_count,printed_by
Kitchen King Masala,Masala,1kg,B08723,2024-12-18,138.0,138,44.43,27.61,Ravi,110,Printer_B
Chatpata Thecha,Thecha,1kg,B08724,2025-06-02,124.0,124,87.43,57.15,Ajay,292,Printer_A
Malvani Masala,Masala,100gm,B08725,2024-02-08,10.0,100,128.83,111.83,Priya,178,Printer_C
Garam Masala,Masala,200gm,B08726,2025-04-22,28.6,143,58.96,45.73,Sunil,195,Printer_B
Kanda Lasun Masala,Masala,50gm,B08727,2024-06-22,4.45,89,46.35,34.56,Ravi,54,Printer_C
Kashmiri Mirchi Powder,Masala,100gm,B08728,2024-07-28,16.7,167,138.67,92.93,Ajay,39,Printer_C
Goda Masala,Masala,50gm,B08729,2024-03-08,4.75,95,84.88,58.65,Ajay,234,Printer_B
Sweet N Hot Lemon Pickle,Pickle,200gm,B08730,2024-11-04,16.8,84,95.72,67.04,Neha,236,Printer_A
Maruti Mix Pickle,Pickle,100gm,B08731,2023-01-11,9.4,94,38.24,24.61,Sunil,144,Printer_C
Mango Pickle,Pickle,200gm,B08732,2024-08-27,21.8,109,37.42,28.6,Ajay,298,Printer_A
Biryani Pulav Masala,Masala,200gm,B08733,2024-09-03,28.0,140,136.33,96.26,Sunil,84,Printer_C
Chicken Masala,Masala,100gm,B08734,2023-10-14,5.5,55,77.97,64.67,Ravi,68,Printer_B
Panipuri Chatani,Chutney,200gm,B08735,2024-12-06,11.2,56,134.49,106.56,Neha,98,Printer_C
Garam Masala,Masala,200gm,B08736,2024-03-04,17.4,87,121.29,94.87,Priya,172,Printer_A
Meat Masala,Masala,200gm,B08737,2023-08-01,17.2,86,66.56,49.01,Sunil,147,Printer_A
Kanda Lasun Masala,Masala,200gm,B08738,2025-04-24,22.6,113,75.21,58.15,Sunil,16,Printer_C
Green Chilly Pickle,Pickle,200gm,B08739,2023-01-15,17.4,87,73.06,52.87,Sunil,213,Printer_C
Garam Masala,Masala,1kg,B08740,2025-01-21,61.0,61,91.61,75.06,Priya,287,Printer_C
Chat Masala,Masala,1kg,B08741,2025-02-04,129.0,129,35.6,29.8,Ravi,265,Printer_A
udad dal papad,Papad,1kg,B08742,2024-08-03,115.0,115,33.78,21.28,Ajay,143,Printer_C
Chunda,Pickle,50gm,B08743,2024-11-03,8.05,161,89.79,54.25,Ajay,174,Printer_B
Mango Pickle,Pickle,1kg,B08744,2025-12-14,94.0,94,110.38,63.61,Ajay,289,Printer_C
Chatpata Masala,Masala,500gm,B08745,2025-03-07,68.0,136,59.31,37.3,Neha,198,Printer_A
Green Chilly Pickle,Pickle,200gm,B08746,2024-09-26,14.6,73,129.4,108.37,Ravi,182,Printer_B
Javas Chatani,Chutney,50gm,B08747,2025-05-01,6.35,127,86.33,62.1,Ajay,295,Printer_B
Goda Masala,Masala,1kg,B08748,2025-09-03,120.0,120,56.02,42.54,Ajay,260,Printer_C
Mango Pickle,Pickle,200gm,B08749,2025-12-18,14.4,72,107.08,86.14,Sunil,69,Printer_C
Kolhapuri Jhatka,Masala,500gm,B08750,2024-07-15,60.5,121,94.42,75.03,Priya,204,Printer_C
Chatpata Masala,Masala,50gm,B08751,2023-03-26,6.3,126,94.36,72.07,Neha,157,Printer_A
Green Chilly Pickle,Pickle,1kg,B08752,2023-09-25,77.0,77,73.14,47.82,Priya,186,Printer_B
Goda Masala,Masala,100gm,B08753,2025-09-27,17.7,177,31.44,19.02,Ajay,21,Printer_A
Garam Masala,Masala,1kg,B08754,2024-05-21,137.0,137,38.0,33.33,Ravi,148,Printer_C
Javas Chatani,Chutney,100gm,B08755,2023-08-15,8.6,86,137.34,117.0,Sunil,284,Printer_C
Green Chilly Pickle,Pickle,100gm,B08756,2023-03-04,12.8,128,108.38,88.08,Neha,248,Printer_B
Papad,Papad,50gm,B08757,2024-01-13,6.25,125,146.52,112.06,Neha,104,Printer_C
Karala Chatani,Chutney,100gm,B08758,2025-12-05,13.4,134,117.13,83.4,Ajay,300,Printer_C
Kitchen King Masala,Masala,500gm,B08759,2024-03-28,55.0,110,137.91,93.53,Ravi,299,Printer_C
Mithi Chatani,Chutney,100gm,B08760,2023-10-05,10.2,102,90.59,69.55,Ajay,79,Printer_A
Chat Masala,Masala,500gm,B08761,2024-12-19,30.0,60,108.38,84.58,Priya,196,Printer_C
Mango Pickle,Pickle,50gm,B08762,2023-07-22,4.9,98,78.4,69.99,Seema,140,Printer_B
sabudana papad,Papad,50gm,B08763,2025-10-17,5.5,110,59.77,36.56,Seema,215,Printer_C
Hirva Thecha,Thecha,1kg,B08764,2024-07-28,165.0,165,93.84,59.0,Ajay,36,Printer_B
Javas Chatani,Chutney,500gm,B08765,2024-03-10,45.5,91,132.18,99.43,Ravi,53,Printer_C
Javas Chatani,Chutney,500gm,B08766,2023-07-20,61.5,123,122.07,78.73,Ajay,24,Printer_A
Misal Masala,Masala,500gm,B08767,2023-01-23,51.0,102,67.93,57.08,Sunil,285,Printer_C
Sweet N Hot Lemon Pickle,Pickle,100gm,B08768,2025-06-28,5.1,51,124.91,110.05,Sunil,11,Printer_C
Javas Chatani,Chutney,500gm,B08769,2024-01-03,63.0,126,137.75,89.58,Seema,96,Printer_C
Tikhat Mirchi Powder,Masala,100gm,B08770,2024-04-03,14.1,141,36.47,23.58,Ravi,74,Printer_C
Lime Chilly Pickle,Pickle,100gm,B08771,2023-01-07,12.1,121,118.89,99.1,Neha,251,Printer_C
Mithi Chatani,Chutney,50gm,B08772,2023-08-24,7.4,148,149.7,104.43,Ajay,144,Printer_A
Mango Pickle,Pickle,1kg,B08773,2025-03-23,56.0,56,82.3,66.92,Neha,72,Printer_C
8+2 Mirchi Powder,Masala,200gm,B08774,2023-01-15,28.2,141,101.71,73.71,Ravi,287,Printer_C
Green Chilly Pickle,Pickle,50gm,B08775,2024-10-10,4.5,90,81.28,64.55,Ajay,291,Printer_A
Karala Chatani,Chutney,200gm,B08776,2025-11-18,29.0,145,127.33,101.87,Sunil,213,Printer_C
Meat Masala,Masala,1kg,B08777,2023-09-16,116.0,116,37.95,27.98,Seema,292,Printer_C
Green Chilly Pickle,Pickle,200gm,B08778,2024-09-09,20.4,102,42.84,35.49,Priya,89,Printer_A
Garam Masala,Masala,1kg,B08779,2024-12-09,83.0,83,57.84,41.63,Seema,181,Printer_A
Tikhat Mirchi Powder,Masala,200gm,B08780,2024-02-23,11.8,59,72.31,59.19,Neha,258,Printer_B
Garam Masala,Masala,200gm,B08781,2025-08-26,18.0,90,43.74,26.94,Seema,37,Printer_B
Chat Masala,Masala,50gm,B08782,2023-04-01,4.9,98,87.25,76.81,Ravi,231,Printer_C
Tikha & Lal Mirchi Powder,Masala,50gm,B08783,2023-11-09,3.75,75,47.08,28.28,Sunil,68,Printer_C
Goda Masala,Masala,500gm,B08784,2023-07-06,37.0,74,56.58,49.28,Sunil,21,Printer_C
Javas Chatani,Chutney,500gm,B08785,2025-09-24,55.0,110,53.21,33.22,Seema,102,Printer_A
Meat Masala,Masala,200gm,B08786,2024-03-01,24.8,124,60.94,47.28,Ravi,204,Printer_A
8+2 Mirchi Powder,Masala,200gm,B08787,2023-11-19,21.0,105,89.96,64.07,Ravi,141,Printer_A
Garam Masala,Masala,200gm,B08788,2025-12-10,21.0,105,88.46,53.2,Ravi,186,Printer_B
Mithi Chatani,Chutney,500gm,B08789,2024-02-19,47.0,94,149.3,104.23,Sunil,73,Printer_C
Karala Chatani,Chutney,100gm,B08790,2024-11-25,9.9,99,56.44,32.01,Ajay,80,Printer_B
Green Chilly Pickle,Pickle,50gm,B08791,2025-11-19,5.6,112,36.07,26.7,Ajay,232,Printer_A
Tikhat Mirchi Powder,Masala,500gm,B08792,2023-01-15,37.5,75,46.66,29.1,Seema,157,Printer_C
Kitchen King Masala,Masala,50gm,B08793,2025-09-22,4.85,97,52.39,34.03,Ajay,254,Printer_A
Sunday Kala Masala,Masala,100gm,B08794,2025-01-05,9.8,98,65.69,57.8,Neha,60,Printer_B
Kanda Lasun Masala,Masala,1kg,B08795,2023-11-14,101.0,101,84.99,69.38,Priya,169,Printer_C
Garam Masala,Masala,1kg,B08796,2023-07-07,174.0,174,80.43,41.61,Ajay,123,Printer_C
Sunday Kala Masala,Masala,500gm,B08797,2023-11-08,37.0,74,144.21,87.33,Sunil,83,Printer_B
Mango Pickle,Pickle,500gm,B08798,2025-12-22,46.0,92,138.6,90.59,Priya,78,Printer_A
Kolhapuri Thecha,Thecha,200gm,B08799,2025-07-27,23.6,118,147.44,125.94,Sunil,225,Printer_C
Shengdana Chatani,Chutney,50gm,B08800,2023-04-17,4.5,90,146.12,91.93,Neha,194,Printer_A
Misal Masala,Masala,200gm,B08801,2023-09-26,17.6,88,102.65,77.04,Sunil,196,Printer_B
Tikhat Mirchi Powder,Masala,500gm,B08802,2023-09-03,61.5,123,135.54,91.57,Sunil,31,Printer_A
Garam Masala,Masala,50gm,B08803,2024-03-12,5.55,111,65.0,42.04,Neha,262,Printer_B
Green Chilly Pickle,Pickle,1kg,B08804,2025-07-09,83.0,83,147.34,93.33,Priya,171,Printer_B
Mango Pickle,Pickle,500gm,B08805,2024-06-14,69.5,139,86.8,55.43,Ajay,213,Printer_B
Chatpata Thecha,Thecha,1kg,B08806,2025-02-10,60.0,60,44.17,29.68,Sunil,62,Printer_B
Karala Chatani,Chutney,200gm,B08807,2023-03-10,22.8,114,119.22,92.85,Sunil,92,Printer_A
Chat Masala,Masala,200gm,B08808,2025-05-23,23.2,116,91.33,56.39,Ravi,155,Printer_C
sabudana papad,Papad,100gm,B08809,2023-05-04,12.9,129,59.41,45.64,Ravi,155,Printer_C
Mango Pickle,Pickle,200gm,B08810,2025-01-02,23.8,119,148.73,83.49,Ajay,267,Printer_A
Maruti Mix Pickle,Pickle,1kg,B08811,2023-06-03,88.0,88,101.0,76.98,Sunil,214,Printer_C
8+2 Mirchi Powder,Masala,1kg,B08812,2025-02-08,96.0,96,106.7,84.48,Ajay,190,Printer_A
Green Chilly Pickle,Pickle,1kg,B08813,2023-01-15,65.0,65,58.88,51.25,Neha,120,Printer_B
Goda Masala,Masala,1kg,B08814,2023-07-02,100.0,100,44.8,33.16,Neha,179,Printer_A
Green Chilly Pickle,Pickle,100gm,B08815,2024-04-12,10.4,104,118.98,92.84,Ravi,230,Printer_B
Tikha & Lal Mirchi Powder,Masala,1kg,B08816,2024-03-24,125.0,125,60.77,46.87,Ravi,32,Printer_C
Green Chilly Pickle,Pickle,200gm,B08817,2025-05-07,24.2,121,32.4,26.92,Neha,61,Printer_A
Chatpata Thecha,Thecha,50gm,B08818,2024-05-19,6.85,137,30.36,17.49,Ajay,198,Printer_C
Jai Ho Mango Pickle,Pickle,200gm,B08819,2023-09-15,18.2,91,69.72,54.55,Ravi,210,Printer_B
Chatpata Masala,Masala,100gm,B08820,2024-11-04,8.3,83,68.53,61.03,Priya,65,Printer_C
Mango Pickle,Pickle,50gm,B08821,2023-02-02,3.0,60,84.51,72.91,Priya,87,Printer_C
Kitchen King Masala,Masala,1kg,B08822,2023-06-10,93.0,93,48.39,35.94,Seema,72,Printer_B
Chunda,Pickle,50gm,B08823,2025-06-03,7.4,148,36.67,29.89,Seema,289,Printer_A
Panipuri Chatani,Chutney,50gm,B08824,2024-12-14,4.4,88,55.27,45.41,Priya,101,Printer_B
Garam Masala,Masala,500gm,B08825,2023-07-06,31.0,62,141.47,113.88,Ravi,116,Printer_C
Kolhapuri Thecha,Thecha,200gm,B08826,2024-01-07,30.2,151,38.01,19.17,Ajay,213,Printer_B
Kashmiri Mirchi Powder,Masala,100gm,B08827,2025-02-04,5.8,58,104.51,75.57,Seema,48,Printer_C
Khobra Lasun Chatani,Chutney,100gm,B08828,2024-03-23,8.6,86,63.59,48.51,Priya,204,Printer_C
Chicken Masala,Masala,1kg,B08829,2023-12-23,69.0,69,52.88,44.7,Sunil,101,Printer_A
Dal Tadka Masala,Masala,1kg,B08830,2024-12-09,77.0,77,132.71,83.87,Ravi,206,Printer_A
Dhana Powder,Masala,200gm,B08831,2024-10-23,11.6,58,77.55,62.59,Ravi,185,Printer_C
sabudana papad,Papad,200gm,B08832,2025-08-09,26.0,130,41.94,35.44,Neha,200,Printer_A
Green Chilly Pickle,Pickle,500gm,B08833,2023-01-10,52.0,104,144.68,90.24,Ajay,113,Printer_C
Garam Masala,Masala,100gm,B08834,2023-12-08,13.9,139,91.93,66.05,Neha,150,Printer_A
Panipuri Chatani,Chutney,200gm,B08835,2023-07-22,26.2,131,36.6,28.26,Ravi,189,Printer_B
Kitchen King Masala,Masala,100gm,B08836,2024-12-09,17.1,171,123.62,90.97,Ajay,132,Printer_C
Chat Masala,Masala,500gm,B08837,2023-02-22,51.0,102,53.87,33.35,Ajay,276,Printer_B
Murabba,Pickle,200gm,B08838,2023-07-07,17.4,87,99.54,70.62,Ravi,41,Printer_B
Panipuri Chatani,Chutney,1kg,B08839,2024-12-22,78.0,78,82.62,56.68,Priya,207,Printer_A
Chicken Masala,Masala,500gm,B08840,2024-03-07,27.5,55,51.89,38.73,Sunil,217,Printer_C
Garam Masala,Masala,1kg,B08841,2024-04-18,62.0,62,30.2,25.61,Priya,181,Printer_B
Mango Pickle,Pickle,50gm,B08842,2025-02-03,6.25,125,117.25,70.89,Seema,193,Printer_C
Kolhapuri Thecha,Thecha,100gm,B08843,2025-04-09,14.6,146,51.99,44.42,Seema,237,Printer_A
Mango Pickle,Pickle,100gm,B08844,2025-11-04,5.4,54,98.02,65.78,Sunil,223,Printer_B
Maruti Mango Pickle,Pickle,500gm,B08845,2023-04-06,34.0,68,76.85,56.72,Priya,247,Printer_B
Tikhat Mirchi Powder,Masala,500gm,B08846,2023-06-18,47.5,95,32.62,29.3,Ravi,132,Printer_B
Mango Pickle,Pickle,100gm,B08847,2025-11-26,8.3,83,88.02,62.92,Ravi,155,Printer_A
Malvani Masala,Masala,200gm,B08848,2023-06-17,15.0,75,94.81,59.18,Seema,136,Printer_C
Chatpata Thecha,Thecha,1kg,B08849,2024-01-23,140.0,140,32.43,23.28,Ravi,226,Printer_A
Mix Pickle,Pickle,100gm,B08850,2023-09-20,13.3,133,69.19,54.99,Ravi,161,Printer_B
Karala Chatani,Chutney,1kg,B08851,2025-09-09,169.0,169,107.61,57.39,Ajay,141,Printer_B
Biryani Pulav Masala,Masala,50gm,B08852,2023-09-21,3.05,61,44.51,39.89,Priya,287,Printer_B
Mango Pickle,Pickle,500gm,B08853,2024-08-16,64.5,129,80.29,71.02,Priya,169,Printer_C
Garam Masala,Masala,100gm,B08854,2025-09-10,11.9,119,142.21,88.67,Ajay,155,Printer_C
Kolhapuri Thecha,Thecha,100gm,B08855,2024-07-19,9.9,99,124.11,84.67,Sunil,187,Printer_C
Dhana Powder,Masala,50gm,B08856,2025-10-09,2.5,50,94.26,77.7,Ravi,126,Printer_B
Sunday Kala Masala,Masala,500gm,B08857,2024-03-04,69.5,139,50.08,36.85,Ravi,267,Printer_B
Panipuri Chatani,Chutney,50gm,B08858,2025-10-26,3.15,63,88.56,65.84,Seema,10,Printer_C
Garam Masala,Masala,100gm,B08859,2023-10-26,14.4,144,92.08,52.42,Ajay,251,Printer_C
Garam Masala,Masala,1kg,B08860,2025-02-22,107.0,107,104.24,80.94,Ajay,144,Printer_C
Garam Masala,Masala,500gm,B08861,2023-09-17,31.0,62,107.44,69.2,Neha,145,Printer_B
Chatpata Masala,Masala,50gm,B08862,2023-12-28,7.3,146,119.27,73.97,Neha,299,Printer_B
Garam Masala,Masala,50gm,B08863,2025-11-16,4.05,81,99.04,80.29,Neha,167,Printer_B
Karala Chatani,Chutney,500gm,B08864,2025-10-13,41.5,83,114.71,81.44,Ajay,267,Printer_A
Jai Ho Mango Pickle,Pickle,500gm,B08865,2023-05-02,65.0,130,97.39,70.58,Sunil,108,Printer_B
Maruti Mix Pickle,Pickle,100gm,B08866,2024-01-26,8.0,80,35.85,22.9,Ajay,66,Printer_C
Papad,Papad,50gm,B08867,2023-12-12,4.45,89,126.59,97.18,Ajay,133,Printer_C
Green Chilly Pickle,Pickle,500gm,B08868,2025-09-03,29.0,58,58.36,40.59,Priya,231,Printer_C
Garam Masala,Masala,200gm,B08869,2024-03-02,18.4,92,54.09,41.65,Ajay,269,Printer_C
Mango Pickle,Pickle,100gm,B08870,2024-09-26,11.1,111,149.6,128.75,Neha,272,Printer_C
udad dal papad,Papad,200gm,B08871,2023-11-20,27.2,136,69.24,53.94,Ravi,234,Printer_B
Jai Ho Mango Pickle,Pickle,100gm,B08872,2024-09-26,10.5,105,37.75,30.03,Priya,191,Printer_C
Hirva Thecha,Thecha,200gm,B08873,2024-02-27,24.4,122,141.1,117.42,Ravi,160,Printer_C
udad dal papad,Papad,500gm,B08874,2023-11-28,41.0,82,131.47,112.61,Sunil,66,Printer_A
Murabba,Pickle,1kg,B08875,2024-07-08,126.0,126,92.19,66.55,Priya,130,Printer_B
Kanda Lasun Masala,Masala,500gm,B08876,2025-03-07,64.5,129,42.17,28.62,Ravi,48,Printer_B
Dhana Powder,Masala,200gm,B08877,2024-11-16,18.0,90,143.75,86.41,Sunil,106,Printer_A
Chunda,Pickle,200gm,B08878,2025-11-13,15.4,77,57.11,40.26,Neha,74,Printer_A
Panipuri Chatani,Chutney,500gm,B08879,2025-11-16,50.0,100,113.74,96.15,Seema,295,Printer_C
Meat Masala,Masala,500gm,B08880,2024-11-02,44.5,89,113.03,72.39,Seema,18,Printer_A
Biryani Pulav Masala,Masala,100gm,B08881,2025-06-23,6.4,64,59.92,36.71,Ravi,207,Printer_C
Mango Pickle,Pickle,50gm,B08882,2025-07-17,4.5,90,62.11,39.73,Seema,20,Printer_B
Kashmiri Mirchi Powder,Masala,50gm,B08883,2025-09-14,6.3,126,117.12,71.91,Ajay,176,Printer_A
Garam Masala,Masala,1kg,B08884,2025-07-24,125.0,125,38.43,33.08,Ravi,90,Printer_B
Misal Masala,Masala,500gm,B08885,2023-01-10,33.5,67,106.68,92.09,Ravi,201,Printer_C
Javas Chatani,Chutney,1kg,B08886,2023-11-15,72.0,72,68.43,59.47,Ravi,130,Printer_B
Goda Masala,Masala,50gm,B08887,2025-08-22,5.75,115,67.23,41.94,Sunil,299,Printer_B
Kolhapuri Jhatka,Masala,50gm,B08888,2023-09-02,4.55,91,94.12,71.52,Ajay,142,Printer_A
Chatpata Thecha,Thecha,500gm,B08889,2025-12-21,55.5,111,146.52,124.85,Seema,174,Printer_A
Chatpata Thecha,Thecha,500gm,B08890,2023-02-28,38.5,77,115.0,100.19,Neha,181,Printer_A
Kolhapuri Thecha,Thecha,200gm,B08891,2025-01-05,21.8,109,118.36,93.8,Neha,296,Printer_C
Lasun Pickle,Pickle,50gm,B08892,2023-05-03,4.75,95,82.7,51.6,Ravi,25,Printer_C
udad dal papad,Papad,100gm,B08893,2025-05-04,9.8,98,81.71,73.16,Ravi,232,Printer_C
Green Chilly Pickle,Pickle,50gm,B08894,2024-11-05,3.45,69,77.24,69.49,Neha,115,Printer_B
Chatpata Masala,Masala,50gm,B08895,2025-08-01,4.55,91,128.45,79.12,Sunil,255,Printer_A
Khobra Lasun Chatani,Chutney,100gm,B08896,2024-11-25,15.8,158,141.62,101.92,Ajay,249,Printer_A
Green Chilly Pickle,Pickle,1kg,B08897,2023-06-01,165.0,165,38.06,21.37,Ajay,185,Printer_C
Panipuri Chatani,Chutney,500gm,B08898,2024-01-04,64.5,129,81.88,67.0,Ravi,127,Printer_A
Lemon Pickle,Pickle,200gm,B08899,2023-11-24,24.8,124,136.82,118.63,Ravi,160,Printer_C
Misal Masala,Masala,500gm,B08900,2025-01-07,72.0,144,55.38,36.1,Neha,299,Printer_A
Chatpata Masala,Masala,50gm,B08901,2024-03-05,5.9,118,78.1,54.63,Neha,231,Printer_A
Kitchen King Masala,Masala,200gm,B08902,2023-03-21,22.4,112,100.49,87.44,Sunil,44,Printer_A
Javas Chatani,Chutney,50gm,B08903,2024-11-27,7.4,148,107.04,82.58,Neha,80,Printer_B
Lasun Pickle,Pickle,1kg,B08904,2023-11-13,174.0,174,41.09,21.73,Ajay,122,Printer_B
Javas Chatani,Chutney,100gm,B08905,2024-04-07,6.5,65,108.57,94.7,Neha,219,Printer_C
Lemon Pickle,Pickle,500gm,B08906,2023-10-14,39.5,79,115.11,101.11,Neha,147,Printer_B
Maruti Mix Pickle,Pickle,1kg,B08907,2025-11-15,99.0,99,146.17,97.88,Ravi,120,Printer_A
Green Chilly Pickle,Pickle,500gm,B08908,2025-09-14,58.5,117,38.5,23.06,Ajay,63,Printer_A
udad dal papad,Papad,100gm,B08909,2025-10-28,14.8,148,58.18,52.29,Seema,140,Printer_C
Kashmiri Mirchi Powder,Masala,500gm,B08910,2025-10-10,84.0,168,125.39,70.02,Ajay,267,Printer_B
Kolhapuri Jhatka,Masala,50gm,B08911,2025-11-26,6.05,121,82.49,73.0,Sunil,39,Printer_B
Hirva Thecha,Thecha,500gm,B08912,2023-11-26,34.5,69,137.22,100.2,Seema,207,Printer_B
Karala Chatani,Chutney,50gm,B08913,2025-12-05,5.45,109,146.1,130.73,Priya,16,Printer_A
sabudana papad,Papad,1kg,B08914,2023-07-27,122.0,122,38.21,29.78,Priya,44,Printer_A
Mango Pickle,Pickle,1kg,B08915,2025-09-04,139.0,139,74.62,48.46,Sunil,122,Printer_B
Mix Pickle,Pickle,50gm,B08916,2023-01-15,3.4,68,123.01,81.67,Ravi,147,Printer_B
Green Chilly Pickle,Pickle,200gm,B08917,2024-05-08,16.4,82,54.19,37.35,Sunil,78,Printer_B
Biryani Pulav Masala,Masala,100gm,B08918,2023-12-23,12.3,123,148.48,127.11,Ravi,179,Printer_A
Papad,Papad,50gm,B08919,2023-08-12,6.75,135,126.11,105.81,Sunil,77,Printer_B
Kitchen King Masala,Masala,1kg,B08920,2025-12-03,145.0,145,69.11,43.08,Ajay,192,Printer_A
Tikhat Mirchi Powder,Masala,500gm,B08921,2023-10-28,54.5,109,99.83,87.99,Ravi,10,Printer_A
Mix Pickle,Pickle,1kg,B08922,2025-10-21,102.0,102,85.06,67.75,Neha,251,Printer_C
Chat Masala,Masala,50gm,B08923,2024-04-15,5.8,116,60.4,41.32,Seema,101,Printer_C
Meat Masala,Masala,500gm,B08924,2025-12-22,65.0,130,107.2,80.98,Seema,152,Printer_C
Malvani Masala,Masala,200gm,B08925,2025-08-24,25.6,128,149.24,123.24,Ravi,262,Printer_A
Garam Masala,Masala,500gm,B08926,2025-11-19,72.5,145,60.87,46.89,Priya,30,Printer_A
Mango Pickle,Pickle,500gm,B08927,2024-04-04,27.5,55,141.7,123.13,Ravi,97,Printer_B
Green Chilly Pickle,Pickle,100gm,B08928,2024-12-11,14.2,142,96.18,69.66,Neha,122,Printer_A
Chatpata Masala,Masala,1kg,B08929,2024-02-12,52.0,52,37.79,28.4,Priya,161,Printer_C
Misal Masala,Masala,50gm,B08930,2024-04-27,5.85,117,95.5,56.24,Ajay,252,Printer_A
Kashmiri Mirchi Powder,Masala,500gm,B08931,2025-11-17,68.5,137,54.87,38.65,Priya,51,Printer_A
Mango Pickle,Pickle,1kg,B08932,2023-02-24,107.0,107,133.19,117.67,Sunil,234,Printer_B
Mithi Chatani,Chutney,50gm,B08933,2024-09-25,6.75,135,134.32,86.44,Priya,196,Printer_B
Mix Pickle,Pickle,500gm,B08934,2023-04-12,50.5,101,76.68,61.87,Seema,234,Printer_B
Biryani Pulav Masala,Masala,500gm,B08935,2024-10-05,26.5,53,116.06,84.65,Sunil,148,Printer_C
Chicken Masala,Masala,50gm,B08936,2024-11-06,6.8,136,52.19,31.85,Priya,250,Printer_A
Papad,Papad,500gm,B08937,2023-03-01,71.0,142,43.25,27.62,Ajay,69,Printer_A
Garam Masala,Masala,500gm,B08938,2023-09-22,25.0,50,53.34,35.69,Neha,277,Printer_C
Maruti Mix Pickle,Pickle,100gm,B08939,2024-04-06,17.3,173,127.29,95.13,Ajay,40,Printer_C
Hirva Thecha,Thecha,100gm,B08940,2024-08-24,6.2,62,83.65,73.64,Sunil,158,Printer_B
Hirva Thecha,Thecha,500gm,B08941,2025-08-11,73.0,146,111.57,90.46,Neha,132,Printer_A
Dhana Powder,Masala,50gm,B08942,2025-11-24,7.35,147,106.26,76.87,Seema,26,Printer_B
Sunday Kala Masala,Masala,50gm,B08943,2024-09-07,4.65,93,94.7,61.1,Seema,282,Printer_B
Biryani Pulav Masala,Masala,200gm,B08944,2025-01-10,35.2,176,144.91,98.4,Ajay,142,Printer_A
Mithi Chatani,Chutney,200gm,B08945,2025-10-21,27.0,135,73.98,66.14,Seema,59,Printer_B
Javas Chatani,Chutney,50gm,B08946,2024-10-23,4.3,86,59.1,38.86,Sunil,207,Printer_B
Mithi Chatani,Chutney,500gm,B08947,2023-01-08,49.0,98,133.66,113.27,Seema,18,Printer_B
udad dal papad,Papad,500gm,B08948,2024-11-04,41.0,82,83.41,74.78,Ravi,30,Printer_B
Chatpata Thecha,Thecha,500gm,B08949,2023-06-22,48.5,97,121.17,77.03,Sunil,23,Printer_C
Kolhapuri Thecha,Thecha,200gm,B08950,2024-09-01,26.2,131,119.29,83.05,Sunil,296,Printer_C
Chunda,Pickle,500gm,B08951,2023-07-17,47.5,95,51.76,33.0,Ajay,234,Printer_A
Misal Masala,Masala,50gm,B08952,2024-05-01,4.05,81,115.43,83.47,Neha,297,Printer_C
Mango Pickle,Pickle,500gm,B08953,2023-03-27,67.0,134,125.15,90.43,Priya,210,Printer_B
Kashmiri Mirchi Powder,Masala,1kg,B08954,2024-12-17,74.0,74,93.37,67.29,Sunil,233,Printer_A
Goda Masala,Masala,200gm,B08955,2025-01-17,33.6,168,146.66,100.62,Ajay,294,Printer_B
Maruti Mix Pickle,Pickle,1kg,B08956,2023-10-23,92.0,92,99.5,76.91,Ajay,44,Printer_B
Khobra Lasun Chatani,Chutney,1kg,B08957,2023-12-05,170.0,170,80.16,63.05,Ajay,173,Printer_A
Biryani Pulav Masala,Masala,500gm,B08958,2023-07-16,26.0,52,123.85,100.12,Ravi,230,Printer_C
Malvani Masala,Masala,500gm,B08959,2023-11-03,57.5,115,57.95,43.73,Sunil,140,Printer_C
Green Chilly Pickle,Pickle,200gm,B08960,2024-07-08,18.6,93,64.41,47.86,Seema,176,Printer_C
Goda Masala,Masala,1kg,B08961,2025-06-09,121.0,121,105.56,81.47,Priya,56,Printer_A
Kanda Lasun Masala,Masala,50gm,B08962,2024-10-08,3.75,75,149.2,116.28,Neha,83,Printer_B
Green Chilly Pickle,Pickle,500gm,B08963,2025-02-11,46.5,93,120.19,99.55,Seema,132,Printer_A
Dal Tadka Masala,Masala,50gm,B08964,2025-07-13,4.5,90,36.01,26.74,Seema,154,Printer_A
Sunday Kala Masala,Masala,500gm,B08965,2024-02-27,47.0,94,77.36,63.45,Ravi,232,Printer_C
Khobra Lasun Chatani,Chutney,50gm,B08966,2025-05-17,3.45,69,53.92,41.17,Neha,202,Printer_A
Mix Pickle,Pickle,100gm,B08967,2025-03-23,8.6,86,130.44,80.67,Priya,176,Printer_A
sabudana papad,Papad,500gm,B08968,2023-05-01,50.0,100,123.23,101.2,Priya,293,Printer_A
Lime Chilly Pickle,Pickle,1kg,B08969,2024-11-08,50.0,50,54.56,46.79,Sunil,164,Printer_C
Bedgi Mirchi Powder,Masala,50gm,B08970,2023-05-10,4.2,84,86.58,55.67,Seema,208,Printer_A
Papad,Papad,1kg,B08971,2025-10-05,112.0,112,109.61,97.43,Seema,177,Printer_C
Garam Masala,Masala,100gm,B08972,2023-11-26,10.6,106,146.94,91.94,Priya,132,Printer_A
Lemon Pickle,Pickle,100gm,B08973,2023-01-13,9.4,94,83.3,74.81,Ravi,130,Printer_C
